clip_name,role,frame_index,phase,feature_delta_t_s,feature_energy_mj,backbone_delta_t_s,backbone_energy_mj,total_delta_t_s,total_energy_mj
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,0,hop,0.000529999990249,0.18140273960676628,0.0049799999978858,1.5678083461383134,0.0055399999837391,1.7579458205333043
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,1,hop,0.0005200000014156,0.1768175421909425,0.0049899999867193,1.5715754709283731,0.0055400000128429,1.7574746757307702
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,2,hop,0.000529999990249,0.18135856431667516,0.0049799999978858,1.573636747733587,0.0055400000128429,1.7635070962254482
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,3,hop,0.0005200000014156,0.17995381174158673,0.0049799999978858,1.5748537967466456,0.0055399999837391,1.76703243178826
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,4,hop,0.0005200000014156,0.1777132723934249,0.0049799999978858,1.5737325319767053,0.0055299999949056,1.7605527602124975
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,5,hop,0.0005200000014156,0.17729198095331328,0.0049899999867193,1.5768328606002713,0.0055400000128429,1.763181911763824
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,6,hop,0.0005200000014156,0.17758914123969713,0.0049900000158231,1.5745713275503228,0.0055400000128429,1.761366529503858
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,7,hop,0.000529999990249,0.1813759489966063,0.0049799999978858,1.573835778568721,0.0055399999837391,1.763971087038573
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,8,hop,0.0005200000014156,0.178329965694232,0.0049899999867193,1.574819032023484,0.0055399999837391,1.7624793472922613
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,9,hop,0.0005200000014156,0.17682010972665954,0.0049799999978858,1.5734612299565292,0.0055300000240094,1.7594128362546273
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,10,hop,0.0005300000193528,0.18041006607099852,0.0049799999978858,1.5734421419530145,0.0055400000128429,1.76271068242129
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,11,hop,0.0005200000014156,0.17751344189221174,0.0049899999867193,1.575292642430301,0.0055399999837391,1.7619128823587142
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,12,hop,0.0005200000014156,0.17706412269078436,0.0049799999978858,1.5741512989111068,0.0055300000240094,1.7601484933654248
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,13,hop,0.0005200000014156,0.1777613169177434,0.0049900000158231,1.5772015016033967,0.0055400000128429,1.7642186952131709
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,14,hop,0.0005200000014156,0.17728843804089905,0.0049799999978858,1.574580124417665,0.0055300000240094,1.761024859448085
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,15,hop,0.000529999990249,0.18130667566176428,0.0049799999978858,1.572915739231475,0.0055399999837391,1.7628580806998326
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,16,hop,0.0005200000014156,0.1777587565539137,0.0049799999978858,1.5739851045877398,0.0055299999949056,1.7607265674943118
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,17,hop,0.0005300000193528,0.1833133387998444,0.0049799999978858,1.5745025926531728,0.0055400000128429,1.7666745276760076
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,18,hop,0.0005200000014156,0.17853286576328578,0.0049799999978858,1.5743538762445866,0.0055299999949056,1.7621178756174882
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,19,hop,0.0005200000014156,0.17883716924959786,0.0049799999978858,1.573940524085214,0.0055400000128429,1.7647546616481025
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,20,hop,0.0005200000014156,0.17776274770929532,0.0049899999867193,1.5790344852500726,0.0055399999837391,1.7659041134698403
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,21,hop,0.0005200000014156,0.17791919899899447,0.0049899999867193,1.577498358641887,0.0055399999837391,1.7646233493366885
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,22,hop,0.0005200000014156,0.1772918303436762,0.0049900000158231,1.5750201698214348,0.0055400000128429,1.7615924477707328
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,23,hop,0.0005200000014156,0.17833323966086573,0.0049900000158231,1.5786874321299578,0.0055400000128429,1.766177038442432
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,24,hop,0.0005300000193528,0.18165433246796373,0.0049799999978858,1.5720713956555328,0.0055400000128429,1.7624604048135544
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,25,hop,0.0005200000014156,0.17669899793756014,0.0049900000158231,1.5762103565092558,0.0055400000128429,1.7620159481520168
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,26,hop,0.000529999990249,0.18271732995174056,0.0049799999978858,1.5765373273114491,0.0055400000128429,1.7681379456214654
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,27,hop,0.000529999990249,0.18048874977301702,0.0049799999978858,1.5745032094354936,0.0055399999837391,1.7638008657008277
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,28,hop,0.0005200000014156,0.17858934442727856,0.0049799999978858,1.575574392865229,0.0055400000128429,1.7663389654681554
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,29,hop,0.0005200000014156,0.1773938756448638,0.0049900000158231,1.572766000275058,0.0055400000128429,1.7593407704571755
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,30,hop,0.0005200000014156,0.17809055349592448,0.0049900000158231,1.5780197645884977,0.0055400000128429,1.765316206669817
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,31,hop,0.000529999990249,0.18065939783542626,0.0049799999978858,1.5752235724677355,0.0055399999837391,1.764617658444007
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,32,hop,0.000529999990249,0.18160627438356308,0.0049799999978858,1.5760226075945742,0.0055399999837391,1.7662892119275122
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,33,hop,0.0005200000014156,0.18100006925471143,0.0049900000158231,1.5773684418036593,0.0055400000128429,1.7674750509716897
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,34,hop,0.0005200000014156,0.1781609994358322,0.0049899999867193,1.574546991299508,0.0055399999837391,1.7619139545558866
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,35,hop,0.0005200000014156,0.18057837618890105,0.0049900000158231,1.5746200318883117,0.0055400000128429,1.7642553722707708
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,36,hop,0.0005200000014156,0.1812972116113767,0.0049899999867193,1.5825085976502185,0.0055399999837391,1.7730366165053546
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,37,hop,0.0005200000014156,0.17891047677260935,0.0049799999978858,1.5715033206318298,0.0055399999837391,1.76246501783611
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,38,hop,0.0005200000014156,0.18062406116223928,0.0049900000158231,1.5695364136088379,0.0055400000128429,1.7592422644824985
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,39,hop,0.0005200000014156,0.17985643175320368,0.0049900000158231,1.5748459680850975,0.0055400000128429,1.7640076155814826
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,40,hop,0.0005200000014156,0.17788808015417562,0.0049900000158231,1.5755096659868366,0.0055400000128429,1.7625291976333706
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,41,hop,0.0005200000014156,0.17862511068023457,0.0049799999978858,1.5754673093134248,0.0055300000240094,1.7628519641868772
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,42,hop,0.0005200000014156,0.17852563650070782,0.0049799999978858,1.5745272245256898,0.0055299999949056,1.7618865927795313
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,43,hop,0.0005200000014156,0.178535336478522,0.0049900000158231,1.5767737841519134,0.0055400000128429,1.7643413274423658
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,44,hop,0.0005200000014156,0.17800548049150522,0.0049799999978858,1.5741982031051687,0.0055299999949056,1.7609633332652765
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,45,hop,0.0005300000193528,0.1816040395552213,0.0049799999978858,1.5755214571138172,0.0055400000128429,1.7659097813660476
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,46,hop,0.0005200000014156,0.18092266658394998,0.0049800000269897,1.5776035068116148,0.0055400000128429,1.7707267844487302
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,47,hop,0.0005200000014156,0.17702151445717418,0.0049900000158231,1.5771925726034828,0.0055400000128429,1.7634199003423705
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,48,hop,0.0005200000014156,0.17831001347821654,0.0049899999867193,1.5787855380287035,0.0055399999837391,1.7662520328379847
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,49,hop,0.0005200000014156,0.17785402800737832,0.0049899999867193,1.5787056789869105,0.0055400000128429,1.7653689237038577
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,50,hop,0.000529999990249,0.18513485009150002,0.0049799999978858,1.5780746659720508,0.0055399999837391,1.7719936652382575
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,51,hop,0.0005199999723117,0.17781134886079378,0.0049899999867193,1.5785819387017164,0.0055399999837391,1.765326611001527
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,52,hop,0.0005200000014156,0.17858410536347583,0.0049900000158231,1.5776938019768043,0.0055400000128429,1.76550838118107
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,53,hop,0.0005200000014156,0.17803973345115193,0.0049899999867193,1.5816341034363184,0.0055400000128429,1.7689295148156345
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,54,hop,0.0005200000014156,0.17815767526598605,0.0049799999978858,1.5735023141639204,0.0055299999949056,1.760543268219455
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,55,hop,0.0005200000014156,0.17885789961540471,0.0049899999867193,1.5779655179359524,0.0055399999837391,1.766128719280127
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,56,hop,0.0005200000014156,0.1778386263539677,0.0049899999867193,1.5754534327361098,0.0055399999837391,1.7622253582340905
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,57,hop,0.0005200000014156,0.17824834953957713,0.0049799999978858,1.572140432319334,0.0055300000240094,1.7592473663161563
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,58,hop,0.0005200000014156,0.17802964977735775,0.0049799999978858,1.575214869382308,0.0055299999949056,1.7619792572515602
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,59,hop,0.0005199999723117,0.17813773459543483,0.0049899999867193,1.5790047792672468,0.0055399999837391,1.7662743553626854
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,60,hop,0.0005200000014156,0.1784416679419088,0.0049900000158231,1.5778895660179046,0.0055400000128429,1.7653139941425309
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,61,hop,0.0005200000014156,0.1779470080177422,0.0049899999867193,1.5745365454454525,0.0055400000128429,1.7615653882142375
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,62,hop,0.000529999990249,0.18175050118800967,0.0049799999978858,1.5771265020530973,0.0055399999837391,1.7677603827006532
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,63,hop,0.0005200000014156,0.17833320738737207,0.0049899999867193,1.5747831653893476,0.0055399999837391,1.762173487508096
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,64,hop,0.0005200000014156,0.17798661481644268,0.0049899999867193,1.5730262986181434,0.0055399999837391,1.7600947712051158
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,65,hop,0.0005200000014156,0.17820474441360762,0.0049899999867193,1.5778099057579253,0.0055400000128429,1.7648237987435689
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,66,hop,0.0005200000014156,0.17766351737394287,0.0049900000158231,1.5714161815653696,0.0055400000128429,1.758161488650327
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,67,hop,0.000529999990249,0.18338901014975886,0.0049899999867193,1.575376944481414,0.0055499999725725,1.7674760611217828
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,68,hop,0.0005200000014156,0.1774215986009617,0.0049899999867193,1.5752855279179612,0.0055399999837391,1.7617643201460815
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,69,hop,0.0005200000014156,0.17916293463423952,0.0049899999867193,1.5758809529581952,0.0055400000128429,1.764026492014369
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,70,hop,0.000529999990249,0.18142901742698234,0.0049799999978858,1.5732564938849245,0.0055399999837391,1.7635440401611764
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,71,hop,0.0005200000014156,0.17683518147324617,0.0049799999978858,1.5704228747094464,0.0055299999949056,1.7562158688940868
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,72,hop,0.0005200000014156,0.17791276222998284,0.0049900000158231,1.575258818213833,0.0055400000128429,1.7622287848961362
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,73,hop,0.0005200000014156,0.1771799165253188,0.0049799999978858,1.5700579041529517,0.0055299999949056,1.7559973018125818
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,74,hop,0.0005200000014156,0.17931178372321194,0.0049900000158231,1.5753836020093772,0.0055400000128429,1.7637274419357551
1101010001_ToyCar_case1_ab01_IND_ch1_0001,anomaly,75,hop,0.000529999990249,0.1825444263307671,0.0049799999978858,1.5795540413881346,0.0055399999837391,1.7709322965642214
