held_out_case,pooling,distance_head,threshold_method,threshold,precision,recall,accuracy,f1,auc,pauc,cov_condition_number,config_name,model_hash,d_state,n_layers,expand,selective,discretization,flash_footprint_int8_kb,streaming_peak_ram_int8_kb,streaming_peak_ram_fp32_kb,head_flash_fp32_kb,total_flash_kb,flags_nothing,flags_everything
1,mean,euclidean,perentile_same_machie_95.0,1.8138659000396729,0.9398907103825136,0.6515151515151515,0.8049242424242424,0.7695749440715883,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,perentile_same_machie_99.0,2.172674655914306,0.9682539682539684,0.4621212121212121,0.7234848484848485,0.6256410256410256,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,perentile_same_machie_99.5,2.5635554790496826,0.9523809523809524,0.2272727272727272,0.6079545454545454,0.3669724770642202,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,evt_p95_equiv,1.8436472144459608,0.942528735632184,0.6212121212121212,0.7916666666666666,0.7488584474885844,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,parametric_p95_equiv,1.663644345680703,0.8820960698689956,0.7651515151515151,0.8314393939393939,0.8194726166328601,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,kde_p95_equiv,1.8339004182063725,0.9438202247191012,0.6363636363636364,0.7992424242424242,0.7601809954751131,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,evt_p99_equiv,2.2371791113010557,0.9658119658119658,0.428030303030303,0.7064393939393939,0.5931758530183727,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,parametric_p99_equiv,1.852573920918892,0.9411764705882352,0.6060606060606061,0.7840909090909091,0.7373271889400922,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,kde_p99_equiv,2.24844077912865,0.9646017699115044,0.4128787878787879,0.6988636363636364,0.5782493368700266,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,evt_p999_equiv,2.9925103619555258,1.0,0.0037878787878787,0.5018939393939394,0.0075471698113207,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,True,False
1,mean,euclidean,parametric_p999_equiv,2.089961496398108,0.9710144927536232,0.5075757575757576,0.7462121212121212,0.6666666666666666,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,kde_p999_equiv,2.6896145093145485,1.0,0.1893939393939394,0.5946969696969697,0.3184713375796178,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,mad,1.6122736930847168,0.8806584362139918,0.8106060606060606,0.8503787878787878,0.8441814595660749,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,euclidean,iqr,1.7486744225025177,0.9134615384615384,0.7196969696969697,0.8257575757575758,0.8050847457627118,0.9241132920110192,0.7861237977864772,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,mean,mahalanobis,perentile_same_machie_95.0,54.49934022253231,0.9516129032258064,0.6704545454545454,0.8181818181818182,0.7866666666666666,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,perentile_same_machie_99.0,65.92736620915949,0.9867549668874172,0.5643939393939394,0.7784090909090909,0.7180722891566265,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,perentile_same_machie_99.5,71.9293646596356,0.993103448275862,0.5454545454545454,0.7708333333333334,0.7041564792176039,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,evt_p95_equiv,54.70332278035072,0.9513513513513514,0.6666666666666666,0.8162878787878788,0.7839643652561247,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,parametric_p95_equiv,56.22992910584754,0.96045197740113,0.6439393939393939,0.8087121212121212,0.7709750566893424,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,kde_p95_equiv,54.9428215996936,0.9513513513513514,0.6666666666666666,0.8162878787878788,0.7839643652561247,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,evt_p99_equiv,63.43753334812166,0.9802631578947368,0.5643939393939394,0.7765151515151515,0.7163461538461539,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,parametric_p99_equiv,59.77709853974512,0.9746835443037974,0.5833333333333334,0.7840909090909091,0.7298578199052133,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,kde_p99_equiv,66.50895817560122,0.9867549668874172,0.5643939393939394,0.7784090909090909,0.7180722891566265,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,evt_p999_equiv,94.64015778643513,1.0,0.3143939393939394,0.6571969696969697,0.4783861671469741,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,parametric_p999_equiv,63.82593085870617,0.9802631578947368,0.5643939393939394,0.7765151515151515,0.7163461538461539,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,kde_p999_equiv,74.56463568200762,1.0,0.4962121212121212,0.7481060606060606,0.6632911392405063,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,mad,61.67798972536259,0.9803921568627452,0.5681818181818182,0.7784090909090909,0.7194244604316546,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,mahalanobis,iqr,66.15816262114934,0.9867549668874172,0.5643939393939394,0.7784090909090909,0.7180722891566265,0.7765008034894398,0.8245614035087718,49982.91048385237,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,mean,knn_full,perentile_same_machie_95.0,1.3103086232305658,0.9453125,0.9166666666666666,0.9318181818181818,0.9307692307692308,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,perentile_same_machie_99.0,1.5109662261224135,0.9735449735449736,0.696969696969697,0.8390151515151515,0.8123620309050773,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,perentile_same_machie_99.5,1.8999127376767104,0.9774436090225564,0.4924242424242424,0.740530303030303,0.654911838790932,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,evt_p95_equiv,1.3019605069573728,0.9416342412451362,0.9166666666666666,0.9299242424242424,0.9289827255278312,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,parametric_p95_equiv,1.3249703638700576,0.9523809523809524,0.9090909090909092,0.9318181818181818,0.9302325581395348,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,kde_p95_equiv,1.3102027998107892,0.9453125,0.9166666666666666,0.9318181818181818,0.9307692307692308,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,evt_p99_equiv,1.5298393299526962,0.972972972972973,0.6818181818181818,0.8314393939393939,0.8017817371937639,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,parametric_p99_equiv,1.407986563756882,0.9776785714285714,0.8295454545454546,0.9053030303030304,0.8975409836065574,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,kde_p99_equiv,1.5257624522149749,0.972972972972973,0.6818181818181818,0.8314393939393939,0.8017817371937639,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,evt_p999_equiv,2.4803267982199517,1.0,0.1553030303030303,0.5776515151515151,0.2688524590163934,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,parametric_p999_equiv,1.507237169122097,0.9739583333333334,0.7083333333333334,0.8446969696969697,0.8201754385964912,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,kde_p999_equiv,1.9979242517133329,1.0,0.4431818181818182,0.7215909090909091,0.6141732283464567,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,mad,1.457672269517575,0.9761904761904762,0.7765151515151515,0.8787878787878788,0.8649789029535865,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_full,iqr,1.5664561405788742,0.9771428571428572,0.6477272727272727,0.8162878787878788,0.7790432801822323,0.9420196280991736,0.9151503068967184,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,mean,knn_clustered_16,perentile_same_machie_95.0,1.346076586237672,0.9411764705882352,0.8484848484848485,0.8977272727272727,0.8924302788844621,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
