timestamp,config_name,model_hash,held_out_case,status,train_skill,val_skill,best_val_mse,epochs_run,error,elapsed_s
2026-08-30T20:38:52,c08b62a11771.yaml,a4cab7f2fe52,1,ok,0.42255523503550496,0.4194964878451971,0.04052734804841188,58,,1275.6
2026-08-30T21:00:08,882f1bbbb7cd.yaml,53d656a091fd,1,ok,0.5475553443297886,0.5422512459218298,0.03195733132843788,46,,3796.9
2026-08-30T22:03:25,1e3c7295dbd7.yaml,ab254bc63c41,1,ok,0.4909309267639821,0.48873560300899177,0.03569347941531585,59,,1304.4
2026-08-30T22:25:09,b7fa91c2de83.yaml,8c7571539ddc,1,ok,0.54443272865371,0.5370151272734879,0.032322886399924755,44,,3799.7
2026-08-30T23:28:29,f3c8b9679081.yaml,a96b30718cb1,1,ok,0.5061080036407362,0.5068078932783178,0.03443177818105771,74,,1717.9
2026-08-30T23:57:07,0e68422ca28d.yaml,ce8ec3e934b4,1,ok,0.5419378064817781,0.5410561301081251,0.03204076730001431,64,,2829.2
2026-08-31T00:44:16,bd0c0b487924.yaml,53bb32154053,1,ok,0.5315300068681676,0.5288998608056152,0.03288944667348495,43,,3697.7
2026-08-31T01:45:54,dd85abe752ba.yaml,f517b199970d,1,ok,0.49258821311181245,0.4732890451462889,0.03677186742424965,59,,2638.7
2026-08-31T02:29:52,70b533d14566.yaml,8d40eaa814c7,1,ok,0.5400988315601157,0.5370029755326124,0.03232373476315003,63,,5596.7
2026-08-31T04:03:09,b73c95fa7731.yaml,a5ba155885e9,1,ok,0.4745016159798906,0.4749851704020911,0.03665345391401878,85,,1914.5
2026-08-31T04:35:04,58fd79f02b2d.yaml,08bf71867940,1,ok,0.5236167882405152,0.5218806101494788,0.03337948955595493,58,,2512.3
2026-08-31T05:16:56,7bd3273ab33e.yaml,22046ec32b53,1,ok,0.5404451882750804,0.535169269420017,0.032451753361293904,47,,4165.6
2026-08-31T06:26:22,d816f22117d5.yaml,7f055462360c,1,ok,0.5447881820962337,0.5378570729847061,0.03226410669202988,47,,4020.7
2026-08-31T07:33:22,51374aa4c5f8.yaml,05f0f3d0db06,1,ok,0.4942526304551699,0.4928334446315953,0.035407392164835565,84,,1833.5
2026-08-31T08:03:56,ae0a0e4e978e.yaml,86d08e302712,1,ok,0.545974883777137,0.5395191996356539,0.032148066764840715,62,,5631.8
2026-08-31T09:37:48,3b440664aeb5.yaml,a15fdab255cf,1,ok,0.5323934244051558,0.5300717926739051,0.032807629268903,67,,3037.8
2026-08-31T10:28:26,2878ff75bc8a.yaml,a4d5a89d0551,1,ok,0.5394464891952871,0.5347187263363267,0.03248320763500837,56,,4814.7
2026-08-31T11:48:40,e622e3993a72.yaml,04f342ed4dcb,1,ok,0.5233339236789722,0.5184020127042726,0.03362234481252157,53,,2356.6
2026-08-31T12:27:57,27a2b2159d54.yaml,d19d06b1cbfa,1,ok,0.44224421835326366,0.46235377747198503,0.03753530363050791,36,,1608.1
2026-08-31T12:54:45,bcf3e2800b54.yaml,17c75659257f,1,ok,0.506565171456177,0.504738967553288,0.03457621843195879,56,,1273.9
2026-08-31T13:15:59,b4778c6ea130.yaml,15fba0d893ec,1,ok,0.5296473186674282,0.5284751347839657,0.03291909855145674,70,,3023.5
2026-08-31T14:06:22,2de62f14efc4.yaml,be9143693d04,1,ok,0.5385600757758398,0.5344474660683416,0.03250214543480139,52,,4630.3
2026-08-31T15:23:33,489f94bd9fcd.yaml,a44c4b500d74,1,ok,0.5425623247130976,0.5371606567356535,0.03231272638703768,51,,4567.6
2026-08-31T16:39:40,2dd0effd4eaa.yaml,0e00bfb6f56f,1,ok,0.4999465433572562,0.4984159884581899,0.035017651720688894,80,,1797.4
2026-08-31T17:09:38,1bb643a40705.yaml,7d3528f7bcb4,1,ok,0.5257445491784524,0.5233947425112397,0.03327378172140855,66,,2963.3
2026-08-31T17:59:01,83ce3829615e.yaml,e849f675acc5,1,ok,0.5259619159451732,0.5227378794501661,0.03331964004498262,65,,2887.5
2026-08-31T18:47:09,2e2427afcb6d.yaml,05c01bd0dcff,1,ok,0.43247474926430596,0.4230686707293364,0.04027795920578333,57,,1278.2
2026-08-31T19:08:27,5b2a781d294a.yaml,a7ad8fa4af9f,1,ok,0.48566484750896366,0.484229819174379,0.03600804679668867,59,,1312.3
2026-08-31T19:30:19,0a649dc836b0.yaml,041df1be021e,1,ok,0.4881146118391867,0.4844719325036858,0.03599114386508098,59,,1315.3
2026-08-31T19:52:15,f4c0e20e66b2.yaml,ac827ae4b94b,1,ok,0.5268144598747453,0.5256356602126809,0.033117334000193156,72,,3238.3
2026-08-31T20:46:13,615b3e5e8dc9.yaml,3944b0a8c4ce,1,ok,0.5317674170066162,0.5308217691420929,0.03275527031375812,63,,2754.7
2026-08-31T21:32:08,9fd5d4780b48.yaml,0b854e87d2d6,1,ok,0.5323946263814301,0.5273301292524916,0.032999036117241934,44,,2002.0
